CO_IES|NO_IES|CO_CATEGORIA_ADMINISTRATIVA|DS_CATEGORIA_ADMINISTRATIVA|CO_ORGANIZACAO_ACADEMICA|DS_ORGANIZACAO_ACADEMICA|CO_CURSO|NO_CURSO|CO_OCDE|NO_OCDE|CO_OCDE_AREA_GERAL|NO_AREA_GERAL|CO_OCDE_AREA_ESPECIFICA|NO_AREA_ESPECIFICA|CO_OCDE_AREA_DETALHADA|NO_AREA_DETALHADA|CO_GRAU_ACADEMICO|CO_MODALIDADE_ENSINO|CO_NIVEL_ACADEMICO|IN_GRATUITO|TP_ATRIBUTO_INGRESSO|CO_LOCAL_OFERTA_IES|CO_MUNICIPIO_CURSO|NO_MUNICIPIO_CURSO|CO_UF_CURSO|SGL_UF_CURSO|NO_REGIAO_CURSO|NU_CARGA_HORARIA|DT_INICIO_FUNCIONAMENTO|DT_AUTORIZACAO_CURSO|IN_AJUDA_DEFICIENTE|IN_MATERIAL_DIGITAL|IN_MATERIAL_IMPRESSO|IN_MATERIAL_AUDIO|IN_MATERIAL_BRAILLE|IN_DISCIPLINA_LIBRAS|IN_GUIA_INTERPRETE|IN_MATERIAL_LIBRAS|IN_SINTESE_VOZ|IN_TRADUTOR_LIBRAS|IN_INTEGRAL_CURSO|IN_MATUTINO_CURSO|IN_NOTURNO_CURSO|IN_VESPERTINO_CURSO|NU_PERC_CARGA_HOR_DISTANCIA|NU_INTEGRALIZACAO_MATUTINO|NU_INTEGRALIZACAO_VESPERTINO|NU_INTEGRALIZACAO_NOTURNO|NU_INTEGRALIZACAO_INTEGRAL|IN_OFERECE_DISC_DISTANCIA|IN_UTILIZA_LABORATORIO|QT_INSCRITOS_ANO_EAD|QT_VAGAS_ANUAL_EAD|QT_VAGAS_INTEGRAL_PRES|QT_VAGAS_MATUTINO_PRES|QT_VAGAS_NOTURNO_PRES|QT_VAGAS_VESPERTINO_PRES|QT_INSCRITOS_MATUTINO_PRES|QT_INSCRITOS_VESPERTINO_PRES|QT_INSCRITOS_NOTURNO_PRES|QT_INSCRITOS_INTEGRAL_PRES|QT_MATRICULA_CURSO|QT_CONCLUINTE_CURSO|QT_INGRESSO_CURSO|QT_INGRESSO_PROCESSO_SELETIVO|QT_INGRESSO_OUTRA_FORMA
3602|FACULDADES INTEGRADAS DO BRASIL|4|Privada com fins lucrativos|3|Faculdade|89484|FARMÁCIA|727F01|Farmácia|7|Saúde e bem estar social|72|Saúde|727|Farmácia|1|1|1|0|0|659556|4106902|CURITIBA|41|PR|Sul|4020|01JAN2006:00:00:00||1|1|1|1|0|1|1|0|1|1|0|1|0|0||8||||0|1||||100|||101||||224|41|79|64|15
1042|UNIVERSIDADE POSITIVO|4|Privada com fins lucrativos|1|Universidade|25432|DESENHO INDUSTRIAL|214D04|Desenho industrial (artístico)|2|Humanidades e artes|21|Artes|214|Design e estilismo|1|1|1|0|0|1003235|4106902|CURITIBA|41|PR|Sul|3160|07FEB2000:00:00:00||1|1|0|1|1|1|0|1|1|1|0|0|1|0|5|||8||1|1|||||0||||0||17|5|0|0|0
1750|UNIDADE DE ENSINO SUPERIOR EXPOENTE|4|Privada com fins lucrativos|3|Faculdade|50184|PEDAGOGIA|142P01|Pedagogia|1|Educação|14|Formação de professor e ciências da educação|142|Ciências da educação|2|1|1|0|0|658736|4106902|CURITIBA|41|PR|Sul|3200|28JUL2002:00:00:00||1|1|0|0|0|0|0|0|0|0|0|0|1|0||||8||0|0|||||50||||40||94|32|19|19|0
2077|FACULDADE ANGLO-AMERICANO|5|Privada sem fins lucrativos|3|Faculdade|95577|PSICOLOGIA|311P02|Psicologia|3|Ciências sociais, negócios e direito|31|Ciências sociais e comportamentais|311|Psicologia|1|1|1|0|0|658970|4108304|FOZ DO IGUACU|41|PR|Sul|4400|01JUN2006:00:00:00||1|1|1|1|0|0|0|0|0|0|0|1|1|0||10||10||0|1||||100|100||25||65||166|0|37|37|0
3797|FACULDADE GUAIRACÁ|4|Privada com fins lucrativos|3|Faculdade|95565|SERVIÇO SOCIAL|762S01|Serviço social|7|Saúde e bem estar social|76|Serviço social|762|Serviço social e orientação|1|1|1|0|0|1036273|4109401|GUARAPUAVA|41|PR|Sul|3052|19JUN2006:00:00:00||1|0|0|0|1|1|0|0|0|1|0|0|1|0||||8||0|1|||||50||||41||120|39|18|18|0
9|UNIVERSIDADE ESTADUAL DE LONDRINA|2|Pública Estadual|1|Universidade|92159|EDUCAÇÃO FÍSICA|720E01|Educação física|7|Saúde e bem estar social|72|Saúde|720|Saúde (cursos gerais)|1|1|1|1|0|657675|4113700|LONDRINA|41|PR|Sul|2752|17MAR2005:00:00:00||1|1|1|1|0|1|0|1|1|0|0|0|1|0||||8||0|1|||||60||||231||261|23|66|63|3
1872|FACULDADES INTEGRADAS SANTA CRUZ DE CURITIBA|5|Privada sem fins lucrativos|3|Faculdade|67114|DIREITO|380D01|Direito|3|Ciências sociais, negócios e direito|38|Direito|380|Direito|1|1|1|0|0|658832|4106902|CURITIBA|41|PR|Sul|4320|11DEC2003:00:00:00||1|0|0|0|0|1|0|0|0|0|0|1|1|0||10||10||0|1||||60|140||195||471||534|67|176|158|18
571|UNIVERSIDADE FEDERAL DO PARANÁ|1|Pública Federal|1|Universidade|20895|GESTÃO DA INFORMAÇÃO|345G03|Gestão da informação|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|1|1|1|1|0|1005378|4106902|CURITIBA|41|PR|Sul|2615|01FEB1999:00:00:00||1|1|1|0|1|1|0|1|1|1|0|1|0|0||8||||0|1||||60|||133||||213|45|65|64|1
571|UNIVERSIDADE FEDERAL DO PARANÁ|1|Pública Federal|1|Universidade|12578|FILOSOFIA|145F08|Formação de professor de filosofia|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|1|1|1|0|1005376|4106902|CURITIBA|41|PR|Sul|2800|01JAN1938:00:00:00||1|1|1|0|1|1|0|1|1|1|0|1|0|0||9||||0|1||||40|||150||||191|36|41|40|1
10|PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ|5|Privada sem fins lucrativos|1|Universidade|868|MEDICINA|721M01|Medicina|7|Saúde e bem estar social|72|Saúde|721|Medicina|1|1|1|0|0|1000133|4106902|CURITIBA|41|PR|Sul|8076|11MAR1957:00:00:00||1|1|0|1|0|0|0|0|1|1|1|0|0|0|||||12|0|1|||77|||||||5649|1268|175|299|299|0
355|UNIVERSIDADE TUIUTI DO PARANÁ|4|Privada com fins lucrativos|1|Universidade|86759|ENGENHARIA AMBIENTAL E SANITÁRIA|520E02|Engenharia ambiental|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|520|Engenharia e profissões de engenharia (cursos gerais)|1|1|1|0|0|657850|4106902|CURITIBA|41|PR|Sul|3672|14FEB2005:00:00:00||1|0|0|0|0|1|0|0|0|0|0|0|1|0||||10||0|1|||||100||||81||131|22|18|15|3
588|UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ|1|Pública Federal|1|Universidade|14543|ENGENHARIA DE PRODUÇÃO CIVIL|520E05|Engenharia de produção|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|520|Engenharia e profissões de engenharia (cursos gerais)|1|1|1|1|0|2004801|4106902|CURITIBA|41|PR|Sul|4365|04MAR1996:00:00:00||1|1|1|1|1|1|1|1|1|1|1|0|0|0|||||10|0|1|||0|||||||0|373|63|0|0|0
558|FACULDADE DE ARTES DO PARANÁ|2|Pública Estadual|3|Faculdade|70536|ARTES VISUAIS|146F04|Formação de professor de artes visuais|1|Educação|14|Formação de professor e ciências da educação|146|Formação de professor de disciplinas profissionais|2|1|1|1|0|657970|4106902|CURITIBA|41|PR|Sul|2800|31MAR2003:00:00:00||0||||||||||0|1|1|0||8||8||0|1||||20|20||75||99||189|28|50|50|0
355|UNIVERSIDADE TUIUTI DO PARANÁ|4|Privada com fins lucrativos|1|Universidade|307718|GEOGRAFIA|443G05|Geografia (natureza)|4|Ciências, matemática e computação|44|Ciências físicas|443|Ciências da terra|1|1|1|0|0|657850|4106902|CURITIBA|41|PR|Sul|2592|01MAR1994:00:00:00||1|0|0|0|0|1|0|0|0|0|0|1|1|0||6||6||0|1||||0|100||0||38||66|14|9|6|3
1232|CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE|5|Privada sem fins lucrativos|2|Centro Universitário|19709|CIÊNCIAS CONTÁBEIS|344C02|Ciências contábeis|3|Ciências sociais, negócios e direito|34|Comércio e administração|344|Contabilidade e tributação|1|1|1|0|0|706037|4106902|CURITIBA|41|PR|Sul|3072|04MAR1974:00:00:00||1|0|1|0|0|1|0|1|0|0|0|1|1|0|5|8||8||1|1||||60|180||0||34||15|9|2|2|0
355|UNIVERSIDADE TUIUTI DO PARANÁ|4|Privada com fins lucrativos|1|Universidade|20891|CIÊNCIA DA COMPUTAÇÃO|481C01|Ciência da computação|4|Ciências, matemática e computação|48|Computação|481|Ciência da computação|1|1|1|0|0|657850|4106902|CURITIBA|41|PR|Sul|3096|01FEB1999:00:00:00||1|0|0|0|0|1|1|0|0|1|0|0|1|0||||8||0|1|||||100||||74||78|5|16|14|2
571|UNIVERSIDADE FEDERAL DO PARANÁ|1|Pública Federal|1|Universidade|392256|LETRAS - ESPANHOL|222L01|Línguas/literaturas estrangeiras modernas|2|Humanidades e artes|22|Humanidades e letras|222|Línguas e culturas estrangeiras|1|1|1|1|0|1005376|4106902|CURITIBA|41|PR|Sul|3630|01JAN2003:00:00:00||1|1|1|0|1|1|0|1|1|1|0|1|0|0||9||||0|1||||5|||90||||18|2|7|5|2
10|PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ|5|Privada sem fins lucrativos|1|Universidade|109822|ENGENHARIA DE REDES DE COMUNICAÇÕES|523E08|Engenharia de redes de comunicação|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|523|Eletrônica e automação|1|1|1|0|0|1000133|4106902|CURITIBA|41|PR|Sul|3954|11FEB2008:00:00:00||1|1|1|1|0|1|0|0|1|1|0|0|1|0||||10||0|0|||||0||||0||12|0|1|1|0
355|UNIVERSIDADE TUIUTI DO PARANÁ|4|Privada com fins lucrativos|1|Universidade|30410|LETRAS - PORTUGUÊS E ESPANHOL|145F17|Formação de professor de língua/literatura vernácula e língua estrangeira moderna|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|1|1|0|0|657850|4106902|CURITIBA|41|PR|Sul|2844|03MAR1994:00:00:00||1|0|0|0|0|1|0|0|0|0|0|1|1|0||6||6||0|1||||0|0||0||0||29|6|4|1|3
3602|FACULDADES INTEGRADAS DO BRASIL|4|Privada com fins lucrativos|3|Faculdade|57900|SISTEMAS DE INFORMAÇÃO|483S02|Sistemas de informação|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|1|1|1|0|0|659556|4106902|CURITIBA|41|PR|Sul|3200|04AUG2003:00:00:00||1|1|1|1|0|1|1|0|1|1|0|1|1|0||8||8||0|1||||0|80||0||127||278|19|71|63|8
588|UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ|1|Pública Federal|1|Universidade|60008|QUÍMICA AMBIENTAL|524T03|Tecnologia química|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|524|Química e engenharia de processos|3|1|1|1|0|2004801|4106902|CURITIBA|41|PR|Sul|3000|22APR1999:00:00:00||1|1|1|1|1|1|1|1|1|1|0|0|1|0||||8||0|0|||||0||||0||104|54|0|0|0
571|UNIVERSIDADE FEDERAL DO PARANÁ|1|Pública Federal|1|Universidade|49495|PEDAGOGIA|142P01|Pedagogia|1|Educação|14|Formação de professor e ciências da educação|142|Ciências da educação|2|1|1|1|0|1005376|4106902|CURITIBA|41|PR|Sul|3200|01JAN1938:00:00:00||1|1|1|0|1|1|0|1|1|1|0|0|1|0||||10||0|1|||||100||||382||388|87|100|100|0
14724|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|117094|AGROECOLOGIA|621A06|Agroecologia|6|Agricultura e veterinária|62|Agricultura, florestas e recursos pesqueiros|621|Produção agrícola e pecuária|3|1|1|1|0|1046612|4106902|CURITIBA|41|PR|Sul|2700|25FEB2008:00:00:00||0||||||||||1|0|0|0|||||6|0|0|||0|||||||0|94|44|44|0|44
1232|CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE|5|Privada sem fins lucrativos|2|Centro Universitário|29529|LETRAS - INGLÊS|145F14|Formação de professor de língua/literatura estrangeira moderna|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|1|1|0|0|706037|4106902|CURITIBA|41|PR|Sul|2944|01AUG1989:00:00:00||1|0|1|0|0|1|0|1|0|0|0|1|1|0|5|6||6||1|1||||60|120||0||29||6|6|2|2|0
2461|FACULDADE CBES|4|Privada com fins lucrativos|3|Faculdade|104520|ENFERMAGEM|723E01|Enfermagem|7|Saúde e bem estar social|72|Saúde|723|Enfermagem e atenção primária (assistência básica)|1|1|1|0|0|659159|4106902|CURITIBA|41|PR|Sul|4068|11FEB2008:00:00:00||0||||||||||0|0|1|0||||8||0|1|||||50||||19||26|0|0|0|0
1042|UNIVERSIDADE POSITIVO|4|Privada com fins lucrativos|1|Universidade|120493|GESTÃO COMERCIAL|345G16|Gestão de comercio|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|3|1|1|0|0|1045110|4106902|CURITIBA|41|PR|Sul|1800|16FEB2009:00:00:00||1|1|0|1|1|1|0|1|1|1|0|0|1|0||||4||0|1|||||90||||102||60|8|41|40|1
571|UNIVERSIDADE FEDERAL DO PARANÁ|1|Pública Federal|1|Universidade|12565|ENGENHARIA MECÂNICA|521E05|Engenharia mecânica|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|521|Engenharia mecânica e metalurgia (trabalhos com metais)|1|1|1|1|0|1005380|4106902|CURITIBA|41|PR|Sul|4470|01JAN1962:00:00:00||1|1|1|0|1|1|0|1|1|1|1|0|0|0|||||10|0|1|||108|||||||937|568|88|96|95|1
1759|FACULDADE PADRE JOÃO BAGOZZI|5|Privada sem fins lucrativos|3|Faculdade|1059861|GESTÃO AMBIENTAL|850G01|Gestão ambiental|8|Serviços|85|Proteção ambiental|850|Proteção ambiental (cursos gerais)|3|1|1|0|0|140674|4106902|CURITIBA|41|PR|Sul|1600|||1|1|1|0|0|0|0|0|0|0|0|1|1|0||4||4||0|0||||60|60||0||16||15|0|16|15|1
355|UNIVERSIDADE TUIUTI DO PARANÁ|4|Privada com fins lucrativos|1|Universidade|319219|EDUCAÇÃO FÍSICA|720E01|Educação física|7|Saúde e bem estar social|72|Saúde|720|Saúde (cursos gerais)|1|1|1|0|0|454|4106902|CURITIBA|41|PR|Sul|3204|01SEP1997:00:00:00||1|0|0|0|0|1|1|0|0|1|0|1|1|0||7||7||0|1||||50|100||31||45||85|14|24|21|3
1491|FACULDADE INTERNACIONAL DE CURITIBA|4|Privada com fins lucrativos|3|Faculdade|80293|DIREITO|380D01|Direito|3|Ciências sociais, negócios e direito|38|Direito|380|Direito|1|1|1|0|0|6187|4106902|CURITIBA|41|PR|Sul|4200|29DEC2004:00:00:00||1|1|1|1|1|1|1|1|0|1|0|0|1|0||||10||0|1|||||100||||544||335|52|102|102|0
5403|FACULDADES OPET|4|Privada com fins lucrativos|3|Faculdade|99232|COMÉRCIO EXTERIOR|340N02|Negócios internacionais|3|Ciências sociais, negócios e direito|34|Comércio e administração|340|Comércio e administração (cursos gerais)|3|1|1|0|0|1926|4106902|CURITIBA|41|PR|Sul|1750|12FEB2007:00:00:00||1|1|1|0|0|1|1|0|0|1|0|0|1|0||||4||0|1|||||180||||128||73|18|8|8|0
571|UNIVERSIDADE FEDERAL DO PARANÁ|1|Pública Federal|1|Universidade|312558|CIÊNCIAS SOCIAIS|310C02|Ciências sociais|3|Ciências sociais, negócios e direito|31|Ciências sociais e comportamentais|310|Ciências sociais e comportamentais (cursos gerais)|1|1|1|1|0|1005376|4106902|CURITIBA|41|PR|Sul|2820|01JAN1940:00:00:00||1|1|1|0|1|1|0|1|1|1|0|1|0|0||8||||0|1||||0|||0||||31|20|0|0|0
557|ESCOLA DE MÚSICA E BELAS ARTES DO PARANÁ|2|Pública Estadual|3|Faculdade|11779|MÚSICA|146F20|Formação de professor de música|1|Educação|14|Formação de professor e ciências da educação|146|Formação de professor de disciplinas profissionais|2|1|1|1|0|657969|4106902|CURITIBA|41|PR|Sul|2910|01AUG1967:00:00:00||0||||||||||0|0|1|0||||8||0|1|||||40||||130||151|31|35|35|0
355|UNIVERSIDADE TUIUTI DO PARANÁ|4|Privada com fins lucrativos|1|Universidade|40960|ENGENHARIA ELÉTRICA|522E06|Engenharia elétrica|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|522|Eletricidade e energia|1|1|1|0|0|657850|4106902|CURITIBA|41|PR|Sul|4400|01SEP1997:00:00:00||1|0|0|0|0|1|0|0|0|0|0|0|1|0||||10||0|1|||||0||||0||2|1|0|0|0
1419|CENTRO UNIVERSITÁRIO CURITIBA|4|Privada com fins lucrativos|2|Centro Universitário|20651|DIREITO|380D01|Direito|3|Ciências sociais, negócios e direito|38|Direito|380|Direito|1|1|1|0|0|658466|4106902|CURITIBA|41|PR|Sul|4288|21APR1950:00:00:00||1|1|1|1|0|1|0|0|0|1|0|1|1|0||10||10||0|1||||360|360||1292||974||3605|557|882|784|98
5403|FACULDADES OPET|4|Privada com fins lucrativos|3|Faculdade|20730|TURISMO|812T01|Turismo|8|Serviços|81|Serviços pessoais|812|Viagens, turismo e lazer|1|1|1|0|0|660066|4106902|CURITIBA|41|PR|Sul|3000|14FEB2000:00:00:00||1|1|1|0|0|1|1|0|0|1|0|0|1|0||||8||0|1|||||150||||0||5|5|0|0|0
571|UNIVERSIDADE FEDERAL DO PARANÁ|1|Pública Federal|1|Universidade|12571|CIÊNCIAS ECONÔMICAS|314E02|Economia|3|Ciências sociais, negócios e direito|31|Ciências sociais e comportamentais|314|Economia|1|1|1|1|0|1005378|4106902|CURITIBA|41|PR|Sul|3015|01JAN1945:00:00:00||1|1|1|0|1|1|0|1|1|1|0|1|0|0||8||||0|0||||80|||327||||415|73|83|80|3
588|UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ|1|Pública Federal|1|Universidade|1107004|ENGENHARIA ELÉTRICA|522E06|Engenharia elétrica|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|522|Eletricidade e energia|1|1|1|1|0|2004801|4106902|CURITIBA|41|PR|Sul|4320|||1|1|1|1|1|1|1|1|1|1|1|0|0|0|||||10|0|1|||176|||||||2341|128|0|179|179|0
571|UNIVERSIDADE FEDERAL DO PARANÁ|1|Pública Federal|1|Universidade|41134|MÚSICA -  PRODUÇÃO SONORA|212M02|Música|2|Humanidades e artes|21|Artes|212|Música e artes cênicas|1|1|1|1|0|1005376|4106902|CURITIBA|41|PR|Sul|3060|01MAR2001:00:00:00||1|1|1|0|1|1|0|1|1|1|0|0|0|1|||8|||0|1||||||20||145|||85|19|25|20|5
3393|FACULDADE DE ENSINO SUPERIOR DOM BOSCO|4|Privada com fins lucrativos|3|Faculdade|73481|PEDAGOGIA|142P01|Pedagogia|1|Educação|14|Formação de professor e ciências da educação|142|Ciências da educação|2|1|1|0|0|659476|4106407|CORNELIO PROCOPIO|41|PR|Sul|3342|09FEB2007:00:00:00||1|0|0|1|0|1|0|0|0|1|0|0|1|0||||8||0|1|||||70||||62||90|9|17|14|3
571|UNIVERSIDADE FEDERAL DO PARANÁ|1|Pública Federal|1|Universidade|12586|AGRONOMIA|621A04|Agronomia|6|Agricultura e veterinária|62|Agricultura, florestas e recursos pesqueiros|621|Produção agrícola e pecuária|1|1|1|1|0|1005375|4106902|CURITIBA|41|PR|Sul|4500|27DEC1941:00:00:00||1|1|1|0|1|1|0|1|1|1|1|0|0|0|||||10|0|1|||132|||||||516|757|128|136|133|3
761|FACULDADES SPEI|5|Privada sem fins lucrativos|3|Faculdade|18067|CIÊNCIAS CONTÁBEIS|344C02|Ciências contábeis|3|Ciências sociais, negócios e direito|34|Comércio e administração|344|Contabilidade e tributação|1|1|1|0|0|658086|4106902|CURITIBA|41|PR|Sul|3013|01MAR1996:00:00:00||1|0|0|0|0|1|0|0|0|0|0|0|1|0|20|||8||1|1|||||40||||56||263|46|70|63|7
571|UNIVERSIDADE FEDERAL DO PARANÁ|1|Pública Federal|1|Universidade|41494|TERAPIA OCUPACIONAL|726T01|Terapia ocupacional|7|Saúde e bem estar social|72|Saúde|726|Terapia e reabilitação|1|1|1|1|0|1005376|4106902|CURITIBA|41|PR|Sul|3915|01MAR2001:00:00:00||1|1|1|0|1|1|0|1|1|1|1|0|0|0|||||8|0|0|||60|||||||272|187|21|61|59|2
2301|FACULDADE FIDELIS|5|Privada sem fins lucrativos|3|Faculdade|80246|TEOLOGIA|221T01|Teologia|2|Humanidades e artes|22|Humanidades e letras|221|Religião e teologia|1|1|1|0|0|659077|4106902|CURITIBA|41|PR|Sul|2400|09FEB2005:00:00:00||1|0|0|0|0|1|0|0|0|0|0|0|1|0||||6||0|0|||||100||||15||44|0|3|3|0
1232|CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE|5|Privada sem fins lucrativos|2|Centro Universitário|44281|ENFERMAGEM|723E01|Enfermagem|7|Saúde e bem estar social|72|Saúde|723|Enfermagem e atenção primária (assistência básica)|1|1|1|0|0|706037|4106902|CURITIBA|41|PR|Sul|3576|05APR1999:00:00:00||1|0|1|0|0|1|0|1|0|0|0|1|1|0|5|8||8||1|1||||120|240||56||134||501|36|118|118|0
571|UNIVERSIDADE FEDERAL DO PARANÁ|1|Pública Federal|1|Universidade|1113242|BIOMEDICINA|421B07|Biomedicina|4|Ciências, matemática e computação|42|Ciências|421|Biologia e bioquímica|1|1|1|0|0|1005380|4106902|CURITIBA|41|PR|Sul|3930|01MAR2010:00:00:00||1|1|1|0|1|1|0|1|1|1|1|0|0|0|||||8|0|1|||30|||||||660|29|0|30|30|0
10|PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ|5|Privada sem fins lucrativos|1|Universidade|857|DIREITO|380D01|Direito|3|Ciências sociais, negócios e direito|38|Direito|380|Direito|1|1|1|0|0|1000133|4106902|CURITIBA|41|PR|Sul|4068|08APR1957:00:00:00||1|1|1|1|0|1|0|0|1|1|0|1|1|0||10||10||0|1||||116|116||1076||1071||2490|357|830|830|0
1798|FACULDADE EDUCACIONAL DE CORNÉLIO PROCÓPIO|4|Privada com fins lucrativos|3|Faculdade|120339|ADMINISTRAÇÃO|345A01|Administração|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|1|1|1|0|0|658773|4106407|CORNELIO PROCOPIO|41|PR|Sul|3600|03FEB2003:00:00:00||1|0|0|0|0|0|0|0|0|1|0|0|1|0||||8||0|1|||||350||||210||1|0|1|1|0
1042|UNIVERSIDADE POSITIVO|4|Privada com fins lucrativos|1|Universidade|320326|CIÊNCIAS BIOLÓGICAS|421C01|Ciências biológicas|4|Ciências, matemática e computação|42|Ciências|421|Biologia e bioquímica|1|1|1|0|0|1003235|4106902|CURITIBA|41|PR|Sul|3300|02MAR1999:00:00:00||1|1|0|1|1|1|0|1|1|1|0|1|0|0|5|8||||1|1||||140|||131||||116|24|46|41|5
761|FACULDADES SPEI|5|Privada sem fins lucrativos|3|Faculdade|88324|CIÊNCIAS CONTÁBEIS|344C02|Ciências contábeis|3|Ciências sociais, negócios e direito|34|Comércio e administração|344|Contabilidade e tributação|1|1|1|0|0|658086|4106902|CURITIBA|41|PR|Sul|3013|01AUG2003:00:00:00||1|0|0|0|0|1|0|0|0|0|0|0|1|0|20|||8||1|1|||||35||||33||19|19|8|6|2
1419|CENTRO UNIVERSITÁRIO CURITIBA|4|Privada com fins lucrativos|2|Centro Universitário|85244|LOGÍSTICA|345G13|Gestão logística|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|3|1|1|0|0|25124|4106902|CURITIBA|41|PR|Sul|1600|12FEB2007:00:00:00||1|1|1|1|0|1|0|0|0|1|0|1|1|0||4||4||0|1||||50|100||1||61||92|22|54|51|3
4045|FACULDADE DE TECNOLOGIA TUPY CURITIBA|5|Privada sem fins lucrativos|3|Faculdade|79624|POLÍMEROS|543P06|Polímeros|5|Engenharia, produção e construção|54|Produção e processamento|543|Materiais (madeira, papel, plástico, vidro)|3|1|1|0|0|1049910|4106902|CURITIBA|41|PR|Sul|2960|21FEB2005:00:00:00||0||||||||||0|0|1|0||||6||0|1|||||100||||34||56|20|6|6|0
1125|FACULDADES INTEGRADAS ESPÍRITA|5|Privada sem fins lucrativos|3|Faculdade|18257|ENGENHARIA AGRÍCOLA|621E03|Engenharia agrícola|6|Agricultura e veterinária|62|Agricultura, florestas e recursos pesqueiros|621|Produção agrícola e pecuária|1|1|1|0|0|834|4106902|CURITIBA|41|PR|Sul|4340|04MAR1998:00:00:00||1|0|0|0|0|1|0|0|0|0|0|1|0|0||10||||0|1||||0|||0||||10|4|0|0|0
588|UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ|1|Pública Federal|1|Universidade|69280|AUTOMAÇÃO INDUSTRIAL|520A01|Automação industrial|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|520|Engenharia e profissões de engenharia (cursos gerais)|3|1|1|1|0|2004801|4106902|CURITIBA|41|PR|Sul|3000|02AUG2004:00:00:00||1|1|1|1|1|1|1|1|1|1|0|0|1|0||||6||0|1|||||44||||1734||230|14|47|47|0
10|PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ|5|Privada sem fins lucrativos|1|Universidade|885|ENGENHARIA QUÍMICA|524E07|Engenharia química|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|524|Química e engenharia de processos|1|1|1|0|0|1000133|4106902|CURITIBA|41|PR|Sul|3618|01MAR1993:00:00:00||1|1|1|1|0|1|0|0|1|1|0|0|1|0||||10||0|1|||||104||||340||323|18|131|131|0
2787|FACULDADES PEQUENO PRÍNCIPE|5|Privada sem fins lucrativos|3|Faculdade|99767|FARMÁCIA|727F01|Farmácia|7|Saúde e bem estar social|72|Saúde|727|Farmácia|1|1|1|0|0|133747|4106902|CURITIBA|41|PR|Sul|4284|30JUL2007:00:00:00||0||||||||||0|1|0|0||9||||0|1||||100|||34||||32|0|3|1|2
10|PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ|5|Privada sem fins lucrativos|1|Universidade|1118280|DESENHO INDUSTRIAL - DESIGN DE MODA|214D02|Desenho de moda|2|Humanidades e artes|21|Artes|214|Design e estilismo|1|1|1|0|0|1000133|4106902|CURITIBA|41|PR|Sul|2898|||1|1|1|1|0|1|0|0|1|1|0|0|0|1|||8|||0|1||||||54||146|||38|0|58|58|0
353|FACULDADE EVANGÉLICA DO PARANÁ|5|Privada sem fins lucrativos|3|Faculdade|45534|NUTRIÇÃO|726N02|Nutrição|7|Saúde e bem estar social|72|Saúde|726|Terapia e reabilitação|1|1|1|0|0|657849|4106902|CURITIBA|41|PR|Sul|3600|05MAR2001:00:00:00||1|0|0|0|0|1|0|0|0|0|0|1|0|0|2|8||||1|1||||60|||63||||50|23|35|23|12
1491|FACULDADE INTERNACIONAL DE CURITIBA|4|Privada com fins lucrativos|3|Faculdade|27398|ADMINISTRAÇÃO|345A01|Administração|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|1|1|1|0|0|2614|4106902|CURITIBA|41|PR|Sul|3098|07AUG2000:00:00:00||1|1|1|1|1|1|1|1|0|1|0|0|1|0||||8||0|1|||||0||||0||22|14|0|0|0
